n_nodes,influence,nodes
157,1335.41,"[1075, 561, 197, 286, 554, 38, 587, 591, 1529, 34, 303, 237, 1121, 178, 519, 1354, 174, 241, 1282, 27, 2308, 129, 219, 122, 1022, 304, 777, 54, 1220, 1053, 536, 101, 109, 218, 33, 1880, 214, 1667, 85, 529, 1049, 472, 221, 13, 230, 195, 1569, 2325, 1591, 2558, 83, 23, 127, 20, 73, 463, 107, 547, 209, 149, 2196, 104, 1208, 408, 714, 84, 941, 1265, 108, 342, 688, 324, 994, 644, 173, 750, 1050, 279, 471, 623, 311, 53, 235, 1088, 903, 51, 375, 522, 460, 72, 767, 987, 385, 1470, 470, 2, 128, 1020, 57, 2203, 831, 1103, 98, 28, 1362, 266, 236, 383, 1143, 194, 1145, 97, 2564, 771, 172, 259, 1383, 171, 816, 1407, 1491, 116, 1052, 584, 1074, 44, 201, 238, 1149, 222, 36, 112, 1193, 1358, 465, 67, 829, 1271, 126, 370, 120, 64, 717, 188, 99, 2563, 86, 1015, 1403, 434, 612, 263, 732, 2597, 658, 645, 596]"
164,1340.64,"[2, 2563, 2564, 519, 522, 1020, 13, 529, 20, 23, 536, 1049, 1050, 27, 1052, 28, 1053, 33, 34, 1569, 36, 547, 38, 2597, 554, 44, 561, 1074, 1075, 51, 53, 54, 1591, 57, 1088, 64, 67, 2558, 584, 73, 72, 587, 1103, 591, 83, 596, 84, 86, 85, 97, 98, 99, 612, 101, 1121, 104, 107, 108, 109, 623, 112, 116, 1143, 120, 1145, 122, 1149, 126, 127, 128, 129, 1667, 644, 645, 658, 2196, 149, 2203, 1193, 171, 172, 173, 174, 688, 178, 1208, 188, 194, 195, 1220, 197, 201, 714, 717, 209, 214, 218, 219, 732, 221, 222, 230, 235, 236, 237, 750, 238, 241, 1265, 1271, 767, 1282, 771, 2308, 259, 263, 777, 266, 2325, 279, 286, 303, 304, 816, 311, 829, 831, 324, 1354, 1358, 1362, 342, 1880, 1383, 370, 375, 1403, 1407, 383, 385, 903, 408, 941, 434, 1470, 460, 1999, 463, 465, 1491, 470, 471, 472, 987, 2017, 994, 2020, 2024, 2026, 1015, 1529, 2044, 1022, 2134]"
151,1320.19,"[2, 2563, 2564, 519, 522, 13, 20, 1022, 23, 536, 1049, 1050, 27, 28, 1053, 1052, 33, 34, 547, 36, 2597, 38, 1569, 554, 44, 561, 1074, 51, 1075, 53, 54, 1591, 57, 1088, 64, 67, 72, 73, 584, 587, 591, 1103, 84, 85, 86, 596, 97, 98, 1121, 612, 101, 104, 107, 108, 109, 623, 112, 116, 1143, 120, 1145, 122, 1149, 126, 127, 128, 129, 1667, 644, 645, 658, 2196, 149, 2203, 1193, 171, 172, 173, 174, 688, 178, 1208, 188, 194, 195, 1220, 197, 201, 714, 717, 209, 214, 218, 219, 732, 221, 222, 230, 235, 236, 237, 238, 750, 241, 1265, 1271, 767, 1282, 771, 2308, 259, 263, 777, 266, 2325, 279, 286, 303, 816, 304, 311, 829, 831, 324, 1354, 1358, 1362, 342, 1880, 370, 375, 1403, 383, 1407, 385, 903, 408, 941, 434, 1470, 460, 463, 465, 1491, 470, 471, 472, 994, 1529, 1020, 2558, 1361]"
155,1330.65,"[2, 2563, 2564, 519, 522, 13, 529, 20, 1022, 23, 536, 1050, 27, 1052, 1053, 28, 33, 1569, 34, 547, 36, 38, 2597, 554, 44, 561, 1074, 51, 1075, 53, 54, 1591, 57, 1088, 64, 67, 72, 73, 584, 587, 1103, 591, 83, 84, 85, 86, 596, 97, 98, 1121, 99, 101, 612, 104, 107, 108, 109, 623, 112, 116, 1143, 120, 1145, 122, 1149, 126, 127, 128, 129, 1667, 644, 645, 658, 2196, 149, 2203, 1193, 171, 172, 173, 174, 688, 178, 1208, 188, 194, 195, 1220, 197, 201, 714, 717, 209, 214, 218, 219, 732, 221, 222, 230, 235, 236, 237, 238, 750, 241, 1265, 1271, 767, 1282, 771, 2308, 263, 777, 266, 2325, 279, 286, 303, 816, 304, 311, 829, 831, 324, 1354, 1358, 1362, 342, 1880, 1383, 370, 375, 1403, 1407, 383, 385, 903, 408, 941, 434, 1470, 460, 465, 1491, 470, 471, 472, 1497, 987, 994, 1015, 1529, 1020, 2558]"
162,1337.03,"[2, 2563, 2564, 519, 522, 13, 529, 20, 23, 536, 1049, 1050, 27, 28, 1053, 33, 34, 1569, 36, 2597, 38, 547, 554, 44, 561, 1074, 51, 1075, 53, 54, 1591, 57, 1088, 64, 67, 2558, 72, 584, 73, 587, 1103, 591, 83, 596, 84, 86, 85, 97, 98, 99, 612, 101, 1121, 104, 107, 108, 109, 623, 112, 116, 1143, 120, 1145, 122, 1149, 126, 127, 128, 129, 1667, 644, 645, 658, 2196, 149, 2203, 1193, 171, 172, 173, 174, 688, 178, 1208, 188, 194, 195, 1220, 197, 201, 714, 717, 209, 214, 218, 219, 732, 221, 222, 230, 235, 236, 237, 238, 750, 241, 1265, 1271, 767, 1282, 771, 2308, 259, 263, 777, 266, 2325, 279, 286, 303, 816, 304, 311, 829, 831, 324, 1354, 1358, 1362, 342, 1880, 1383, 370, 375, 1403, 383, 1407, 385, 1925, 903, 408, 1953, 1959, 941, 434, 1973, 1974, 1985, 460, 463, 465, 1491, 470, 471, 472, 987, 994, 1015, 1529, 1020, 1022, 260]"
153,1324.03,"[2, 519, 522, 13, 529, 20, 23, 536, 1050, 27, 1052, 1053, 28, 1569, 33, 34, 36, 2597, 38, 547, 554, 44, 561, 1074, 51, 1075, 53, 1591, 57, 1088, 64, 67, 2558, 72, 73, 584, 587, 1103, 591, 83, 84, 596, 86, 85, 1121, 98, 99, 612, 101, 97, 104, 107, 108, 109, 623, 112, 116, 1143, 120, 1145, 122, 1149, 126, 127, 128, 129, 1667, 644, 645, 658, 659, 2196, 149, 2203, 1193, 171, 172, 173, 174, 688, 178, 1208, 188, 194, 195, 1220, 197, 201, 714, 717, 209, 214, 218, 219, 732, 221, 222, 230, 235, 236, 237, 238, 750, 1265, 241, 1271, 767, 1282, 771, 2308, 263, 777, 266, 2325, 279, 286, 303, 816, 304, 311, 829, 831, 324, 1354, 1358, 1362, 342, 1880, 1383, 370, 375, 1403, 383, 1407, 385, 903, 408, 941, 434, 1470, 460, 463, 465, 1491, 470, 471, 472, 1497, 987, 994, 1015, 1529, 1020, 1022]"
162,1339.7,"[2, 2563, 2564, 519, 522, 13, 529, 20, 23, 536, 1049, 1050, 27, 28, 1053, 33, 34, 1569, 36, 2597, 38, 547, 554, 44, 561, 1074, 51, 1075, 53, 54, 1591, 57, 1088, 64, 67, 2558, 72, 584, 73, 587, 1103, 591, 83, 596, 84, 86, 85, 97, 98, 99, 612, 101, 1121, 104, 107, 108, 109, 623, 112, 1651, 1143, 120, 1145, 122, 1149, 126, 127, 128, 129, 1667, 644, 645, 658, 2196, 149, 2203, 1193, 171, 172, 173, 174, 688, 178, 1208, 188, 194, 195, 1220, 197, 201, 714, 717, 209, 214, 218, 219, 732, 221, 222, 230, 235, 236, 237, 238, 750, 241, 1265, 1271, 767, 1282, 771, 2308, 259, 263, 777, 266, 2325, 279, 286, 303, 816, 304, 311, 829, 831, 324, 1354, 1358, 1362, 342, 1880, 1383, 370, 375, 1403, 383, 1407, 385, 1925, 903, 408, 1953, 1959, 941, 434, 1973, 1974, 1985, 460, 463, 465, 1491, 470, 471, 472, 987, 994, 1015, 1529, 1020, 1022, 453, 1989]"
1,35.16,[129]
4,315.22,"[129, 73, 237, 214]"
141,1291.78,"[2, 2563, 2564, 519, 522, 13, 529, 20, 23, 536, 1049, 1050, 27, 1052, 28, 1053, 33, 34, 1569, 36, 547, 38, 2597, 554, 44, 561, 1074, 1075, 51, 53, 54, 1591, 57, 1088, 64, 67, 2558, 72, 584, 73, 587, 1103, 591, 83, 596, 84, 86, 85, 97, 98, 99, 612, 1121, 101, 104, 107, 108, 109, 623, 112, 116, 1143, 1145, 122, 1149, 128, 129, 1667, 644, 645, 658, 2196, 149, 2203, 1193, 171, 173, 174, 688, 178, 1208, 194, 195, 1220, 197, 201, 714, 209, 214, 218, 219, 221, 222, 230, 235, 237, 750, 238, 1265, 241, 1271, 767, 1282, 2308, 777, 266, 2325, 279, 286, 303, 304, 816, 311, 829, 324, 1354, 1358, 342, 1880, 1383, 370, 375, 1403, 383, 1407, 385, 903, 408, 941, 1470, 460, 463, 465, 470, 471, 472, 987, 994, 1529, 1020, 1022]"
